anschrift_vor_google;anschrift_google;google_status;partial_match
heidenheimer strasse 53, 13407 berlin;Heidenheimer Str. 53, 13467 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
heidenheimer strasse 53, 13467 berlin;Heidenheimer Str. 53, 13467 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
sebastianstrasse 57, 10179 berlin;Sebastianstraße 57, 10179 Berlin, Deutschland;OK;False
beymestrasse 20, 12167 berlin;Beymestraße 20, 12167 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
görlitzer ufer 2, 10997 berlin;Görlitzer Ufer 2, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
semmelweisstrasse 87, 12524 berlin;Semmelweisstraße 87, 12524 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
krampenburger weg 1, 12559 berlin;Krampenburger Weg 1, 12559 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
peter-hille-strasse 7, 12587 berlin;Peter-Hille-Straße 7, 12587 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
dahmestrasse 45, 12526 berlin;Dahmestraße 45, 12526 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
apfelwicklerstrasse 4-6, 12683 berlin;Apfelwicklerstraße 4-6, 12683 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
dillenburgerstrasse 57, 14199 berlin;Dillenburger Str. 57, 14199 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
eckertstrasse 16a, 10249 berlin;Eckertstraße 16A, 10249 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
köpenicker strasse 31, 12524 berlin;Köpenicker Str. 31, 12524 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
hansteder weg 11/15, 12169 berlin;Hanstedter Weg 11 / 15, 12169 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;True
holländer strasse 25-30, 13407 berlin;Holländerstraße 25-30, 13407 Berlin, Deutschland;OK;False
freiherr-vom-stein strasse 31, 13467 berlin;Kinderopernhaus in Hermsdorf Musikschule, Freiherr-vom-Stein-Str. 31, 13467 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
danckelmannstrasse 26-28, 14059 berlin;Danckelmannstraße 26, 14059 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
neues ufer 6, 10553 berlin;Neues Ufer 6, 10553 Berlin, Deutschland;OK;False
hohenwalder strasse 2, 12689 berlin;Hohenwalder Str. 2, 12689 Berlin, Deutschland;OK;False
kiefholzstrasse 45, 12435 berlin;Kiefholzstraße 45, 12435 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
an der wuhlheide 180, 12459 berlin;An d. Wuhlheide 180, 12459 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
hauptstrasse 6 t, 10317 berlin;Hauptstraße 6T, 10317 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
heeruferweg 11, 13465 berlin;Heerruferweg 11, 13465 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
heerruferweg 11, 13465 berlin;Heerruferweg 11, 13465 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
hartriegelstrasse 77, 12439 berlin;Hartriegelstraße 77, 12439 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
wildenbruchstrasse 53 , 12435 berlin;Wildenbruchstr. 53, 12435 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
rathenower strasse 18, 10559 berlin;Rathenower Str. 18, 10559 Berlin, Deutschland;OK;False
gotzkowskystrasse 11, 10555 berlin;Gotzkowskystraße 11, 10555 Berlin, Deutschland;OK;False
dannenwalder weg 163, 13439 berlin;Dannenwalder Weg 163, 13439 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
sterndamm 8 f, 12487 berlin;Sterndamm 8F, 12487 Berlin, Deutschland;OK;False
mariannenplatz 28, 10997 berlin;Mariannenpl. 28, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
schulzendorfer strasse 99-101, 13503 berlin;Schulzendorfer Str. 99, 13503 Berlin, Deutschland;OK;False
kuno-fischer-strasse 22 -26, 14057 berlin;Kuno-Fischer-Straße 22/26, 14057 Berlin, Deutschland;OK;False
rathauspromenade 75, 13437 berlin;Rathauspromenade 75, 13403 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
schulzendorfer strasse 112, 12526 berlin;Schulzendorfer Str. 112, 12526 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
quitzowstrasse 141, 10559 berlin;Quitzowstraße 141, 10559 Berlin, Deutschland;OK;False
wongrowitzer steig 37, 12555 berlin;Wongrowitzer Steig 37, 12555 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
assmannstrasse 11, 12587 berlin;Aßmannstraße 11, 12587 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
strasse zum löwen 2 a, 14109 berlin;Str. zum Löwen 2A, 14109 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
strasse zum löwen 2a, 14109 berlin;Str. zum Löwen 2A, 14109 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
rothenburgstrasse 14, 12165 berlin;Rothenburgstraße 14, 12165 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
emmentaler strasse 67, 13407 berlin;Emmentaler Str. 67, 13407 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
kastanienallee 59, 12627 berlin;Kastanienallee 59, 12627 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
schöningstrasse 17, 13349 berlin;Schöningstraße 17, 13349 Berlin, Deutschland;OK;False
schöningststrasse 17, 13349 berlin;Schöningstraße 17, 13349 Berlin, Deutschland;OK;True
lobeckstrasse 76, 10969 berlin;Lobeckstraße 76, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
schillerstrasse 125-127, 10625 berlin;Schillerstraße 125-127, 10623 Berlin, Deutschland;OK;False
kiefholzstrasse 274, 12437 berlin;Kiefholzstraße 274, 12437 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
torstrasse 207, 10115 berlin;Torstraße 207, 10115 Berlin, Deutschland;OK;False
grüne trift 169, 12557 berlin;Grüne Trift 169, 12557 Berlin, Deutschland;OK;False
puschkinallee 16 a, 12435 berlin;Puschkinallee 16A, 12435 Berlin, Deutschland;OK;False
puschkinallee 16a, 12435 berlin;Puschkinallee 16A, 12435 Berlin, Deutschland;OK;False
puschkinallee 16 a, 12435 belin;Puschkinallee 16A, 12435 Berlin, Deutschland;OK;False
remstaler strasse 9, 13465 berlin;Remstaler Str. 9, 13465 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
marchlewskistrasse 27, 10243 berlin;Marchlewskistraße 27, 10243 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
hessenring 47, 12101 berlin;Hessenring 47, 12101 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
nikolaikirchplatz 5-7, 10178 berlin;Nikolaikirchpl. 5-7, 10178 Berlin, Deutschland;OK;False
an der wuhlheide 204, 12459 berlin;An d. Wuhlheide 204, 12459 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
baderseestrasse 8, 12527 berlin;Baderseestraße 8, 12527 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
walchenseestrasse 40, 12527 berlin;W-Gebäude, Walchenseestraße 40, 12527 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
berolinastrasse 14, 10178 berlin;Berolinastraße 14, 10178 Berlin, Deutschland;OK;False
mehmhardstrasse 2, 10178 berlin;Memhardstraße 2, 10178 Berlin, Deutschland;OK;True
heiligenseestrasse 112-114, 13503 berlin;Heiligenseestraße 112/114, 13509 Berlin, Deutschland;OK;False
römerweg 30/32, 10318 berlin;Römerweg 30-32, 10318 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
argentinische allee 28, 14163 berlin;Argentinische Allee 28, 14163 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
lassenstrasse 16-20, 14193 berlin;Lassenstraße 16-20, 14193 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
ziekowstrasse 80-88, 13509 berlin;Ziekowstraße 80-88, 13509 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
unter den linden 6, 10117 berlin;Unter den Linden 6, 10117 Berlin, Deutschland;OK;False
massower strasse 13/ 0806, 10315 berlin;Massower Str. 13/0806, 10315 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
kohlfurter strasse 20, 10999 berlin;Regina-Jonas-Str. 20, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
schönhauser strasse 46a , 13158 berlin;Schönhauser Str. 46A, 13158 Berlin-Bezirk Pankow, Deutschland;OK;False
abtstrasse 6, 12489 berlin;Abtstraße 6, 12489 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
plönzeile 4, 12459 berlin;Plönzeile 4, 12459 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
plönzeile 4, 14195 berlin;Plönzeile 4, 12459 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
salvador-allende-strasse 89, 12559 berlin;Salvador-Allende-Straße 89, 12559 Berlin, Deutschland;OK;False
dahmestrasse 33, 12526 berlin;Dahmestraße 33, 12526 Berlin, Deutschland;OK;False
karl-kunger-strasse 30, 12435 berlin;Karl-Kunger-Straße 30, 12435 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
sterndamm 102, 12487 berlin;Sterndamm 102, 12487 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
fürstenwalder allee 362, 12589 berlin;Fürstenwalder Allee 362, 12589 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
büchnerweg 44, 12489 berlin;Büchnerweg 44, 12489 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
kiefholzstrasse 275, 12437 berlin;Kiefholzstraße 275, 12437 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
kiefholzstrasse 276, 12437 berlin;Kiefholzstraße 276, 12437 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
hauptstrasse 6t, 10317 berlin;Hauptstraße 6T, 10317 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
koenigsallee 10a, 14193 berlin;Koenigsallee 10A, 14193 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
einsteinufer 43-53, 10587 berlin;Einsteinufer 43-53, 10587 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
sterndamm 241, 12487 berlin;Sterndamm 241, 12487 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
dorfstrasse 4 / 4a, 13057 berlin;Dorfstraße 4/4a, 13059 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
dorfstrasse 4 / 4 a, 13057 berlin;Dorfstraße 4/4 a, 13059 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
lortzing strasse 16, 12307 berlin;Lortzingstraße 16, 12307 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
florastrasse 16, 13187 berlin;Florastraße 16, 13187 Berlin-Bezirk Pankow, Deutschland;OK;False
grüntaler strasse 62, 13359 berlin;Grüntaler Str. 62, 13359 Berlin, Deutschland;OK;False
herzbergstrasse 79 (haus 29), 10365 berlin;Herzbergstraße 79/haus 29, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
seestrasse 7, 12589 berlin;Seestraße 7, 12589 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
nehringstrasse 8-10, 14059 berlin;Nehringstraße 8, 14059 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
pfalzburger strasse-. 30, 10717 berlin;Pfalzburger Str. 30, 10717 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
gertrudstrasse 5, 13053 berlin;Gertrudstraße 5, 13053 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
bernkasteler strasse 78, 13088 berlin;Bernkasteler Str. 78, 13088 Berlin, Deutschland;OK;False
kastanienallee 118, 12627 berlin;Kastanienallee 118, 12627 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
wriezener strasse 35, 13359 berlin;Wriezener Str. 35, 13359 Berlin, Deutschland;OK;False
hauptstrasse 44, 13055 berlin;Hauptstraße 44, 13053 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
gürtelstrasse 16, 10409 berlin;Gürtelstraße 16, 10409 Berlin-Bezirk Pankow, Deutschland;OK;False
altonaer strasse 15, 10557 berlin;Altonaer Str. 15, 10557 Berlin, Deutschland;OK;False
moritz-seeler-strasse 1, 12489 berlin;Adlershof, 12489 Berlin, Deutschland;OK;True
kastanienallee 11, 10435 berlin;Kastanienallee 11, 10435 Berlin-Bezirk Pankow, Deutschland;OK;False
luitpoldstrasse 38, 10781 berlin;Luitpoldstraße 38, 10781 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
albrechtstrasse 132, 12099 berlin;Albrechtstraße 132, 12099 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
albrechtstrasse 132, 12099 berlin tempelhof;Albrechtstraße 132, 12099 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
ordensmeisterstrasse 12, 12099 berlin;Ordensmeisterstraße 12, 12099 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
pflügerstrasse 77, 12047 berlin;Pflügerstraße 77, 12047 Berlin-Bezirk Neukölln, Deutschland;OK;False
zeughofstrasse 20, 10997 berlin;Zeughofstraße 20, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
nachtalbenweg 61, 13088 berlin;Nachtalbenweg 61, 13088 Berlin-Bezirk Pankow, Deutschland;OK;False
crellestrasse 26, 10827 berlin;Crellestraße 26, 10827 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
grunewaldstrasse 18, 10823 berlin;Sprintout Digitaldruck GmbH, Grunewaldstraße 18, 10823 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
georg-löwenstein-strasse 10, 10317 berlin;Georg-Löwenstein-Straße 10, 10317 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
urbanstrasse 71, 10967 berlin;Urbanstraße 71, 10967 Berlin, Deutschland;OK;False
emser strasse 10, 10719 berlin;Emser Str. 10, 10719 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
gneisenaustrasse 2a , 10961 berlin;Gneisenaustraße 2A, 10961 Berlin, Deutschland;OK;False
rollnerstrasse 14, 90458 nürnberg;Rollnerstraße 14, 90408 Nürnberg, Deutschland;OK;False
kladower damm 221, 14089 berlin;Kladower Damm 221, 14089 Berlin-Bezirk Spandau, Deutschland;OK;False
max-born-strasse 2 a, 12489 berlin;Max-Born-Straße 2a, 12489 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
max-born-strasse 2, 12489 berlin;Max-Born-Straße 2, 12489 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
saarbrücker strasse 37 a, 10405 berlin;10405, Saarbrücker Str. 37A, 10405 Berlin, Deutschland;OK;False
c/o betahaus gmbh, rudi-dutschke-strasse 23, 10969 berlin;Rudi-Dutschke-Straße 23, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;True
weichselstrasse 24 a, 10247 berlin;Weichselstraße 24A, 10247 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
rhinstrasse 42, 12681 berlin;Rhinstraße 42, 12681 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
charlottenstrasse 2, 10969 berlin;Charlottenstraße 2, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
charlottenstrasse 2 , 10969 berlin;Charlottenstraße 2, 10969 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
möckernstrasse 72, 10965 berlin;Möckernstraße 72, 10965 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
bölschestrasse 69a, 12587 berlin;Bölschestraße 69A, 12587 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
neue promenade 7, 10178 berlin;Neue Promenade 7, 10178 Berlin, Deutschland;OK;False
soldiner strasse 9, 13359 berlin;Soldiner Str. 9, 13359 Berlin, Deutschland;OK;False
allee der kosmonauten 69, 12681 berlin;Allee der Kosmonauten 69, 12681 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
eisenbahnstrasse 21, 10997 berlin;Eisenbahnstraße 21, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
köpenicker strasse 174, 10997 berlin;Köpenicker Str. 174, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
alt-moabit 98 , 10559 berlin;Alt-Moabit 98, 10559 Berlin, Deutschland;OK;False
an der wuhlheide 171, 12459 berlin;An d. Wuhlheide 171, 12459 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
weichselstrasse 13, 12045 berlin;Weichselstraße 13, 12045 Berlin-Bezirk Neukölln, Deutschland;OK;False
weichselstrasse 13/14, 12045 berlin;Weichselstraße 13/14, 12045 Berlin-Bezirk Neukölln, Deutschland;OK;False
winsstrasse 60, 10405 berlin;Winsstraße 60, 10405 Berlin-Bezirk Pankow, Deutschland;OK;False
elsenstrasse 13 a, 12623 berlin;Elsenstraße 13a, 12623 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
elsenstrasse 13a, 12623 berlin;Elsenstraße 13a, 12623 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
elsenstrasse 13 a , 12623 berlin;Elsenstraße 13a, 12623 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
anzengruberstrasse 3, 12043 berlin;Anzengruberstraße 3, 12043 Berlin-Bezirk Neukölln, Deutschland;OK;False
wallotstrasse 14, 14193 berlin;Wallotstraße 14, 14193 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
seelower strasse 5, 10439 berlin;Seelower Str. 5, 10439 Berlin-Bezirk Pankow, Deutschland;OK;False
lychener strasse 6, 10437 berlin;Lychener Str. 6, 10437 Berlin, Deutschland;OK;False
senefelderstrasse 16, 10437 berlin;Senefelderstraße 16, 10437 Berlin-Bezirk Pankow, Deutschland;OK;False
rosenthaler strasse 46/47, 10178 berlin;Rosenthaler Str. 46/47, 10178 Berlin, Deutschland;OK;False
torstrasse 149, 10119 berlin;Torstraße 149, 10119 Berlin, Deutschland;OK;False
hermannstrasse 150, 12051 berlin;Hermannstraße 150, 12051 Berlin-Bezirk Neukölln, Deutschland;OK;False
upsalaer strasse 6, 13189 berlin;Upsalaer Str. 6, 13189 Berlin-Bezirk Pankow, Deutschland;OK;False
upsaler strasse 6, 13189 berlin;Upsalaer Str. 6, 13189 Berlin-Bezirk Pankow, Deutschland;OK;False
brunsbütteler damm 132, 13581 berlin;Brunsbütteler Damm 132, 13581 Berlin-Bezirk Spandau, Deutschland;OK;False
brunnenstrasse 42, 10115 berlin;Brunnenstraße 42, 10115 Berlin, Deutschland;OK;False
john-f.-kennedy platz 1, 10825 berlin;John-F.-Kennedy-Platz 1, 10825 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
john-f.-kennedy-platz 1, 10825 berlin;John-F.-Kennedy-Platz 1, 10825 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
weidenweg 51, 10249 berlin;Weidenweg 51, 10249 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
reichenberger strasse 28, 10999 berlin;Reichenberger Str. 28, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
mariannenstrasse 26, 10999 berlin;Mariannenstraße 26, 10999 Berlin, Deutschland;OK;False
wittelsbacherstrasse 27a, 10707 berlin;Wittelsbacherstraße 27a, 10707 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
krossener strasse 4, 10245 berlin;Krossener Str. 4, 10245 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
waldstrasse 80/81, 13403 berlin;Waldstraße 80-81, 13403 Berlin, Deutschland;OK;False
waldstrasse 80-81, 13403 berlin;Waldstraße 80-81, 13403 Berlin, Deutschland;OK;False
budapester strasse 15 - 19, 10787 berlin;Budapester Str. 15/19, 10787 Berlin, Deutschland;OK;False
glogauer strasse 22, 10999 berlin;Glogauer Str. 22, 10999 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
frankfurter allee 218, 10365 berlin;Frankfurter Allee 218, 10365 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
ebersstrasse 58, 10827 berlin;Ebersstraße 58, 10827 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
torstrasse 112, 10119 berlin;Torstraße 112, 10119 Berlin, Deutschland;OK;False
schivelbeiner strasse 6, 10439 berlin;Schivelbeiner Str. 6, 10439 Berlin-Bezirk Pankow, Deutschland;OK;False
karl-marx-strasse 78, 12043 berlin;Karl-Marx-Straße 78, 12043 Berlin-Bezirk Neukölln, Deutschland;OK;False
schivelbeiner strasse 6 , 10439 berlin;Schivelbeiner Str. 6, 10439 Berlin-Bezirk Pankow, Deutschland;OK;False
weigandufer 11, 12045 berlin;Weigandufer 11, 12045 Berlin-Bezirk Neukölln, Deutschland;OK;False
cuvrystrasse 1, 10997 berlin;Cuvrystraße 1, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
mariannenstrasse 6, 10997 berlin;Mariannenstraße 6, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
c/o rachel kohn, goethestrasse 37, 10625 berlin;Goethestraße 37, 10625 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;True
schrockstrasse 1, 14165 berlin;Schrockstraße 1, 14165 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
markelstrasse 59, 12163 berlin;Markelstraße 59, 12163 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
postfach 2020757, 13517 berlin;Berlin, Deutschland;OK;True
postfach 20 07 57, 13517 berlin;Berlin, Deutschland;OK;True
postfach 200757, 13517 berlin;Berlin, Deutschland;OK;True
treskowallee 109-111, 10318 berlin;Treskowallee 109/111, 10318 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
treskowallee 109 - 111, 13051 berlin;Treskowallee 109/111, 10318 Berlin-Bezirk Lichtenberg, Deutschland;OK;False
flämingstrasse 122, 12689 berlin;Flämingstraße 122, 12689 Berlin-Bezirk Marzahn-Hellersdorf, Deutschland;OK;False
naunynstrasse 72, 10997 berlin;Naunynstraße 72, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
ebersstrasse 34, 10827 berlin;Ebersstraße 34, 10827 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
genter strasse 74, 13353 berlin;Genter Str. 74, 13353 Berlin, Deutschland;OK;False
hansastrasse 27 c, 80686 münchen;Hansastraße 27C, 80686 München-Sendling-Westpark, Deutschland;OK;False
hansastrasse 27c, 80866 münchen;Hansastraße 27C, 80686 München-Sendling-Westpark, Deutschland;OK;False
bandelstrasse 24, 10559 berlin;Bandelstraße 24, 10559 Berlin, Deutschland;OK;False
florastrasse 47, 13187 berlin;Florastraße 47, 13187 Berlin-Bezirk Pankow, Deutschland;OK;False
krachtstrasse 1 b, 10245 berlin;Krachtstraße 1B, 10245 Berlin, Deutschland;OK;False
leipziger platz 3, 10117 berlin;Leipziger Pl. 3, 10117 Berlin, Deutschland;OK;False
otto-hahn-ring 6, 81739 münchen;Otto-Hahn-Ring 6, 81739 München, Deutschland;OK;False
glinkastrasse 28, 10117 berlin;Glinkastraße 28, 10117 Berlin, Deutschland;OK;False
nürnberger strasse 25, 10789 berlin;Nürnberger Str. 25, 10789 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
an der spreeschanze 10, 13599 berlin;An d. Spreeschanze 10, 13599 Berlin-Bezirk Spandau, Deutschland;OK;False
rosenheimer strasse 28, 10781 berlin;Rosenheimer Str. 28, 10781 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
lindenallee 2, 13088 berlin;Lindenallee 2, 13088 Berlin-Bezirk Pankow, Deutschland;OK;False
dannenwalder weg 172, 13439 berlin;Dannenwalder Weg 172, 13439 Berlin-Bezirk Reinickendorf, Deutschland;OK;False
heidekrautweg 5, 12683 berlin;Heidekrautweg 5, 12683 Berlin, Deutschland;OK;False
ackerstrasse 169/170, 10115 berlin;Ackerstraße 169-170, 10115 Berlin, Deutschland;OK;False
knesebeckstrasse 6, 12205 berlin;Knesebeckstraße 6, 12205 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
berliner strasse 100, 13189 berlin;Berliner Str. 100, 13189 Berlin-Bezirk Pankow, Deutschland;OK;False
rubensstrasse 28, 12159 berlin;Rubensstraße 28, 12159 Berlin-Bezirk Tempelhof-Schöneberg, Deutschland;OK;False
brunnenstrasse 28, 10119 berlin;Brunnenstraße 28, 10119 Berlin, Deutschland;OK;False
brunnenstrasse 28 , 10119 berlin;Brunnenstraße 28, 10119 Berlin, Deutschland;OK;False
schnellerstrasse 1-5, 12439 berlin;Schnellerstraße 1-5, 12439 Berlin-Bezirk Treptow-Köpenick, Deutschland;OK;False
nordhauser strasse 30, 10589 berlin;Nordhauser Str. 30, 10589 Berlin, Deutschland;OK;False
frankenallee 6, 14052 berlin;Frankenallee 6, 14052 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
frankenallee 6, 14025 berlin;Frankenallee 6, 14052 Berlin-Bezirk Charlottenburg-Wilmersdorf, Deutschland;OK;False
wrangelstrasse 128, 10997 berlin;Wrangelstraße 128, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
wrangelstrasse 98, 10997 berlin;Wrangelstraße 98, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
wranglerstrasse 128, 10997 berlin;Wrangelstraße 128, 10997 Berlin-Bezirk Friedrichshain-Kreuzberg, Deutschland;OK;False
grabbeallee 66, 13156 berlin;Grabbeallee 66, 13156 Berlin-Bezirk Pankow, Deutschland;OK;False
postfach 670205, 10207 berlin;Berlin, Deutschland;OK;True
postfach 67 02 05, 10207 berlin;Berlin, Deutschland;OK;True
kaiserswerther strasse 16-18, 14195 berlin;Präsidium, Kaiserswerther Str. 16-18, 14195 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
kaiserswertherstrasse 16-18, 14195 berlin;Präsidium, Kaiserswerther Str. 16-18, 14195 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
kaiserwerther strasse 16-18 , 14195 berlin;Präsidium, Kaiserswerther Str. 16-18, 14195 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
königin-luise-strasse 6-8, 14195 berlin;Königin-Luise-Straße 6-8, 14195 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
kaiserwerther strasse 16-18, 14195 berlin;Präsidium, Kaiserswerther Str. 16-18, 14195 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
kaiserwether strasse 16-18, 14195 berlin;Präsidium, Kaiserswerther Str. 16-18, 14195 Berlin-Bezirk Steglitz-Zehlendorf, Deutschland;OK;False
